"Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date"
"277034","Turdus","grayi","","Clay-colored Thrush","Paul Marvin","United States","park by library, Zapata, Texas","26.9016","-99.2702","song","//www.xeno-canto.org/277034/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/277034","A","10:34","2015-05-08"
"277019","Turdus","grayi","","Clay-colored Thrush","Paul Marvin","United States","park by library, Zapata, Texas","26.9016","-99.2702","song","//www.xeno-canto.org/277019/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/277019","A","09:33","2015-05-08"
"161066","Turdus","grayi","","Clay-colored Thrush","Paul Marvin","United States","Santa Ana National Wildlife Refuge, Texas","26.0737","-98.1442","song","//www.xeno-canto.org/161066/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/161066","A","10:42","2011-06-24"
"147307","Turdus","grayi","","Clay-colored Thrush","Paul Marvin","United States","park by library, Zapata, Texas","26.9016","-99.2702","song","//www.xeno-canto.org/147307/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/147307","A","15:13","2012-04-10"
"382342","Turdus","migratorius","","American Robin","Kent Livezey","United States","Texas (near  Houston), Harris County, Texas","29.6884","-95.4228","song","//www.xeno-canto.org/382342/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/382342","A","09:16","2017-07-16"
"452956","Zonotrichia","leucophrys","","White-crowned Sparrow","Paul Marvin","United States","Dell City and agriculture area, Hudspeth County, Texas","31.9387","-105.2013","call, song","//www.xeno-canto.org/452956/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/452956","A","09:55","2017-12-21"
"176153","Zonotrichia","leucophrys","","White-crowned Sparrow","Ted Floyd","United States","Three Rivers, Live Oak County, Texas","28.4732","-98.2555","song","//www.xeno-canto.org/176153/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/176153","A","09:44","2014-04-25"
"416451","Ammodramus","maritimus","fisheri","Seaside Sparrow","David Sarkozi","United States","Anahuac, Chambers County, Texas","29.5555","-94.5275","song","//www.xeno-canto.org/416451/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/416451","A","11:42:15","2018-05-21"
"416450","Ammodramus","maritimus","fisheri","Seaside Sparrow","David Sarkozi","United States","Anahuac, Chambers County, Texas","29.5555","-94.5275","song","//www.xeno-canto.org/416450/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/416450","A","11:50:32","2018-05-21"
"103408","Ammodramus","maritimus","fisheri","Seaside Sparrow","LG Price","United States","Brazoria National Wildlife Refuge, Texas, USA  - Salt Lake Boat Ramp Rd","29.038","-95.268","Song","//www.xeno-canto.org/103408/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/103408","A","12:20","2012-06-07"
"83720","Ammodramus","savannarum","","Grasshopper Sparrow","James Morgan","United States","Alanreed Texas","35.2089","-100.7306","Song","//www.xeno-canto.org/83720/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/83720","A","7:07 am cdt","2003-08-05"
"163938","Spizella","passerina","","Chipping Sparrow","Jerome Fischer","United States","Kerr Wildlife Management Area, Kerr County, Texas","30.0801","-99.5027","song","//www.xeno-canto.org/163938/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/163938","A","08:00","2002-04-29"
"141461","Spizella","passerina","","Chipping Sparrow","Mike Nelson","United States","Kerr Wildlife Management Area, Kerr County, Texas","30.0801","-99.5027","song","//www.xeno-canto.org/141461/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141461","A","06:30","2013-06-28"
"126079","Spizella","pusilla","","Field Sparrow","Chris Harrison","United States","South Llano River State Park, Junction, Kimble, Texas","30.4487","-99.812","song","//www.xeno-canto.org/126079/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/126079","A","11:35","2013-03-15"
"153437","Spizella","atrogularis","","Black-chinned Sparrow","Paul Marvin","United States","Guadalupe Mountains National Park, Texas","31.8825","-104.8646","song","//www.xeno-canto.org/153437/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/153437","A","08:50","2011-06-16"
"34571","Spizella","atrogularis","","Black-chinned Sparrow","Andrew Spencer","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","song","//www.xeno-canto.org/34571/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34571","A","06:50","2009-05-18"
"34135","Spizella","atrogularis","","Black-chinned Sparrow","Andrew Spencer","United States","Guadalupe Mountains National Park, Culberson Co., Texas","31.912536","-104.878922","song","//www.xeno-canto.org/34135/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34135","A","10:45","2009-05-15"
"34134","Spizella","atrogularis","","Black-chinned Sparrow","Andrew Spencer","United States","Guadalupe Mountains National Park, Culberson Co., Texas","31.912536","-104.878922","song","//www.xeno-canto.org/34134/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34134","A","10:45","2009-05-15"
"34034","Spizella","atrogularis","","Black-chinned Sparrow","Andrew Spencer","United States","Guadalupe Mountains National Park, Culberson Co., Texas","31.912536","-104.878922","song","//www.xeno-canto.org/34034/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34034","A","10:00","2009-05-10"
"133060","Chondestes","grammacus","","Lark Sparrow","Andrew Spencer","United States","Kerr Wildlife Management Area, Kerr County, Texas","30.0801","-99.5027","song","//www.xeno-canto.org/133060/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/133060","A","08:00","2013-04-16"
"58813","Chondestes","grammacus","","Lark Sparrow","LG Price","United States","Elder Lake - Synergy Park Gregg Co Texas","32.414","-94.83","song","//www.xeno-canto.org/58813/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/58813","A","9:40","2010-06-27"
"123364","Amphispiza","bilineata","bilineata","Black-throated Sparrow","Chris Harrison","United States","South Llano River State Park, Junction, Kimble, Texas","30.4431","-99.8042","song","//www.xeno-canto.org/123364/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123364","A","16:45","2011-03-15"
"123363","Amphispiza","bilineata","bilineata","Black-throated Sparrow","Chris Harrison","United States","South Llano River State Park, Junction, Kimble, Texas","30.4431","-99.8042","song","//www.xeno-canto.org/123363/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123363","A","16:45","2011-03-15"
"416027","Peucaea","cassinii","","Cassin's Sparrow","David Sarkozi","United States","Pecos, Reeves County, Texas","31.2384","-103.578","song","//www.xeno-canto.org/416027/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/416027","A","10:29","2018-05-05"
"394562","Peucaea","cassinii","","Cassin's Sparrow","Paul Marvin","United States","Falcon County Park (near Falcon State Park), Starr Co, Texas","26.5647","-99.1269","call, typical and alternate song","//www.xeno-canto.org/394562/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/394562","A","05:50","2015-05-10"
"334752","Peucaea","cassinii","","Cassin's Sparrow","Scott Gravette","United States","Kickapoo Cavern State Park, Texas","29.6183","-100.4509","male, song","//www.xeno-canto.org/334752/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/334752","A","10:00","2016-04-14"
"123898","Peucaea","cassinii","","Cassin's Sparrow","Chris Harrison","United States","Gene Howe WMA, Canadian, Hemphill, Texas","35.9116","-100.2571","song","//www.xeno-canto.org/123898/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123898","A","14:49","2011-05-26"
"123897","Peucaea","cassinii","","Cassin's Sparrow","Chris Harrison","United States","Gene Howe WMA, Canadian, Hemphill, Texas","35.9116","-100.2571","song","//www.xeno-canto.org/123897/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123897","A","14:49","2011-05-26"
"123299","Peucaea","cassinii","","Cassin's Sparrow","Chris Harrison","United States","Apache Mountains, Van Horn, Culberson, Texas","31.2721","-104.5964","song","//www.xeno-canto.org/123299/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/123299","A","20:52","2011-07-31"
"1255","Peucaea","cassinii","","Cassin's Sparrow","Don Jones","United States","Concan, Texas","29.49523","-99.71255","song","//www.xeno-canto.org/1255/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/1255","A","?","1995-04-20"
"141541","Aimophila","ruficeps","","Rufous-crowned Sparrow","Mike Nelson","United States","Lost Maples State Park, Bandera County, Texas","29.8168","-99.5767","song","//www.xeno-canto.org/141541/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141541","A","11:30","2013-06-28"
"113411","Aimophila","ruficeps","","Rufous-crowned Sparrow","Jerome Fischer","United States","Pinnacles Trail, Big Bend National Park, Brewster Co., Texas","29.2534","-103.2898","song","//www.xeno-canto.org/113411/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/113411","A","10:30","2002-05-07"
"109436","Aimophila","ruficeps","","Rufous-crowned Sparrow","Paul Marvin","United States","Pinnacles Trail, Big Bend National Park, Brewster Co., Texas","29.2534","-103.2898","Song","//www.xeno-canto.org/109436/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/109436","A","09:12","2011-06-22"
"109435","Aimophila","ruficeps","","Rufous-crowned Sparrow","Paul Marvin","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","Song","//www.xeno-canto.org/109435/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/109435","A","11:40","2011-06-18"
"34581","Pipilo","maculatus","gaigei","Spotted Towhee","Andrew Spencer","United States","Chisos Basin, Big Bend National Park, Brewster Co., Texas","29.2723","-103.2934","song","//www.xeno-canto.org/34581/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34581","A","06:00","2009-05-18"
"401312","Arremonops","rufivirgatus","","Olive Sparrow","Brian Henderson","United States","Frontera Audubon, Weslaco, Hidalgo County, Texas","26.1475","-97.9889","song","//www.xeno-canto.org/401312/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/401312","A","08:24","2016-04-06"
"277785","Arremonops","rufivirgatus","","Olive Sparrow","Paul Marvin","United States","Estero Llano Grande SP, Weslaco, Hidalgo County, Texas","26.1253","-97.9532","call, song","//www.xeno-canto.org/277785/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/277785","A","12:36","2015-05-14"
"164243","Arremonops","rufivirgatus","","Olive Sparrow","Paul Marvin","United States","Laguna Atascosa NWR, Cameron Co., Texas","26.2159","-97.3406","call, song","//www.xeno-canto.org/164243/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/164243","A","08:16","2011-06-26"
"143929","Arremonops","rufivirgatus","rufivirgatus","Olive Sparrow","Andrew Spencer","United States","Sabal Palm Sanctuary, Cameron Co., Texas","25.8501","-97.4169","call, song","//www.xeno-canto.org/143929/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/143929","A","08:30","2013-04-18"
"143928","Arremonops","rufivirgatus","rufivirgatus","Olive Sparrow","Andrew Spencer","United States","Sabal Palm Sanctuary, Cameron Co., Texas","25.8501","-97.4169","call, song","//www.xeno-canto.org/143928/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/143928","A","08:30","2013-04-18"
"109431","Icteria","virens","","Yellow-breasted Chat","Paul Marvin","United States","Rio Grande Village, Big Bend National Park, Brewster Co., Texas","29.1823","-102.9595","Song","//www.xeno-canto.org/109431/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/109431","A","09:03","2011-06-17"
"453905","Sturnella","neglecta","","Western Meadowlark","Paul Marvin","United States","Dell City and surrounding agriculture area, Hudspeth County, Texas","31.9387","-105.2013","song","//www.xeno-canto.org/453905/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/453905","A","08:55","2017-12-22"
"124865","Sturnella","neglecta","","Western Meadowlark","L G Price","United States","Reklaw, Cherokee, Texas","31.9195","-95.0313","song","//www.xeno-canto.org/124865/download","//creativecommons.org/licenses/by-nc-nd/3.0/","https://www.xeno-canto.org/124865","A","09:30","2013-03-12"
"453031","Sturnella","magna","","Eastern Meadowlark","Paul Marvin","United States","Old Port Isabel Rd, Port Isabel, Cameron County, Texas","26.0241","-97.4098","call, song","//www.xeno-canto.org/453031/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/453031","A","08:15","2017-12-13"
"416546","Sturnella","magna","","Eastern Meadowlark","David Sarkozi","United States","Anahuac, Chambers County, Texas","29.592","-94.5562","song","//www.xeno-canto.org/416546/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/416546","A","11:01","2018-05-23"
"163997","Sturnella","magna","lilianae","Eastern Meadowlark","Paul Marvin","United States","Hwy 166, Fort Davis, Texas","30.6271","-104.2764","song","//www.xeno-canto.org/163997/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/163997","A","09:11","2012-04-05"
"109447","Icterus","parisorum","","Scott's Oriole","Paul Marvin","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","call, song","//www.xeno-canto.org/109447/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/109447","A","13:20","2011-06-18"
"34323","Icterus","parisorum","","Scott's Oriole","Andrew Spencer","United States","Blue Creek, Big Bend Naitonal Park, Brewster Co., Texas","29.2164","-103.3587","song","//www.xeno-canto.org/34323/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34323","A","08:00","2009-05-17"
"3977","Icterus","parisorum","","Scott's Oriole","Nathan Pieplow","United States","Texas Creek, Fremont County, Colorado","38.4131","-105.5801","song","//www.xeno-canto.org/3977/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/3977","A","09:15","2005-05-17"
"277349","Icterus","graduacauda","","Audubon's Oriole","Paul Marvin","United States","San Ygnacio, Zapata Co, Texas","27.0446","-99.4449","song","//www.xeno-canto.org/277349/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/277349","A","06:43","2015-05-11"
"277343","Icterus","graduacauda","","Audubon's Oriole","Paul Marvin","United States","San Ygnacio, Zapata Co, Texas","27.0446","-99.4449","song","//www.xeno-canto.org/277343/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/277343","A","06:30","2015-05-11"
"277332","Icterus","graduacauda","","Audubon's Oriole","Paul Marvin","United States","San Ygnacio, Zapata Co, Texas","27.0446","-99.4449","call, song","//www.xeno-canto.org/277332/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/277332","A","06:27","2015-05-11"
"359069","Icterus","gularis","","Altamira Oriole","Paul Marvin","United States","Santa Ana National Wildlife Refuge, Texas","26.0737","-98.1442","song","//www.xeno-canto.org/359069/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/359069","A","09:18","2016-12-21"
"318526","Icterus","gularis","","Altamira Oriole","Paul Marvin","United States","Bentsen-Rio Grande SP, Texas","26.1762","-98.3862","song","//www.xeno-canto.org/318526/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/318526","A","07:14","2015-05-13"
"177172","Icterus","bullockii","","Bullock's Oriole","Paul Marvin","United States","park by library, Zapata, Texas","26.9016","-99.2702","song","//www.xeno-canto.org/177172/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/177172","A","07:34","2012-04-10"
"299105","Icterus","cucullatus","","Hooded Oriole","Paul Marvin","United States","Falcon County Park (near Falcon State Park), Starr Co, Texas","26.5647","-99.1269","call, song","//www.xeno-canto.org/299105/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/299105","A","16:57","2015-05-10"
"286430","Icterus","spurius","","Orchard Oriole","Paul Marvin","United States","San Ygnacio, Zapata Co, Texas","27.0446","-99.4449","male, song","//www.xeno-canto.org/286430/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/286430","A","09:24","2015-05-10"
"173792","Icterus","spurius","","Orchard Oriole","Paul Marvin","United States","Rio Grande Village, Big Bend National Park, Brewster Co., Texas","29.1823","-102.9595","song","//www.xeno-canto.org/173792/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/173792","A","08:36","2011-06-17"
"121584","Agelaius","phoeniceus","","Red-winged Blackbird","Chris Harrison","United States","Canadian, Hemphill, Texas","35.9156","-100.2967","call, song","//www.xeno-canto.org/121584/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/121584","A","13:52","2011-05-26"
"443815","Quiscalus","mexicanus","","Great-tailed Grackle","Edward Caillouet","United States","Willow Grove Park (near  Lake Dallas), Denton County, Texas","33.1228","-97.0137","call, male, song","//www.xeno-canto.org/443815/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/443815","A","09:30","2016-10-21"
"304601","Quiscalus","mexicanus","","Great-tailed Grackle","Paul Marvin","United States","San Ygnacio, Zapata Co, Texas","27.0446","-99.4449","male, song","//www.xeno-canto.org/304601/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/304601","A","07:03","2015-05-11"
"163159","Quiscalus","mexicanus","","Great-tailed Grackle","Paul Marvin","United States","Los Fresnos, Cameron, Texas","26.265","-97.3841","male, song","//www.xeno-canto.org/163159/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/163159","A","11:28","2011-06-26"
"285424","Parkesia","motacilla","","Louisiana Waterthrush","Paul Marvin","United States","Lost Maples State Natural Area, Texas","29.8235","-99.5773","song","//www.xeno-canto.org/285424/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/285424","A","08:03","2015-05-07"
"415341","Limnothlypis","swainsonii","","Swainson's Warbler","David Sarkozi","United States","Jasper, Jasper County, Texas","30.832","-94.1275","song","//www.xeno-canto.org/415341/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/415341","A","10:25","2018-04-30"
"109427","Leiothlypis","crissalis","","Colima Warbler","Paul Marvin","United States","Boot Springs Trail, Big Bend National Park, Brewster Co., Texas","29.242","-103.3034","Song","//www.xeno-canto.org/109427/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/109427","A","09:38","2011-06-22"
"109425","Leiothlypis","crissalis","","Colima Warbler","Paul Marvin","United States","Boot Springs,  Big Bend National Park, Brewster Co., Texas","29.2437","-103.2928","call, song","//www.xeno-canto.org/109425/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/109425","A","11:54","2011-06-22"
"34312","Leiothlypis","crissalis","","Colima Warbler","Andrew Spencer","United States","Boot Springs,  Big Bend National Park, Brewster Co., Texas","29.2437","-103.2928","song","//www.xeno-canto.org/34312/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34312","A","10:00","2009-05-18"
"34311","Leiothlypis","crissalis","","Colima Warbler","Andrew Spencer","United States","Boot Springs Trail, Big Bend National Park, Brewster Co., Texas","29.242","-103.3034","song","//www.xeno-canto.org/34311/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34311","A","08:30","2009-05-18"
"34310","Leiothlypis","crissalis","","Colima Warbler","Andrew Spencer","United States","Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas","29.2512","-103.3098","song","//www.xeno-canto.org/34310/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34310","A","07:50","2009-05-18"
"34249","Leiothlypis","crissalis","","Colima Warbler","Andrew Spencer","United States","Pinnacles Trail, Big Bend National Park, Brewster Co., Texas","29.2534","-103.2898","song","//www.xeno-canto.org/34249/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34249","A","10:00","2009-05-18"
"460670","Leiothlypis","ruficapilla","","Nashville Warbler","Paul Marvin","United States","Lost Maples State Natural Area, Texas","29.8235","-99.5773","song","//www.xeno-canto.org/460670/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/460670","A","08:47","2012-04-09"
"5640","Geothlypis","poliocephala","","Grey-crowned Yellowthroat","Chris Benesh","United States","Sabal Palm Sanctuary, Brownsville, Texas","25.857061","-97.432766","song","//www.xeno-canto.org/5640/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/5640","A","09:00","1988-03-06"
"5639","Geothlypis","poliocephala","","Grey-crowned Yellowthroat","Mel Pineda","United States","Sabal Palm Sanctuary, Brownsville, Texas","25.857061","-97.432766","Song","//www.xeno-canto.org/5639/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/5639","A","8:00","2006-04-08"
"416744","Geothlypis","trichas","","Common Yellowthroat","David Sarkozi","United States","Anahuac, Chambers County, Texas","29.583","-94.5364","song","//www.xeno-canto.org/416744/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/416744","A","13:12:58","2018-05-23"
"416295","Geothlypis","trichas","","Common Yellowthroat","David Sarkozi","United States","Anahuac, Chambers County, Texas","29.6464","-94.5444","song","//www.xeno-canto.org/416295/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/416295","A","08:26","2018-05-21"
"100144","Geothlypis","trichas","","Common Yellowthroat","Daniel Lane","United States","Sabine Woods, Texas","29.699","-93.948","song","//www.xeno-canto.org/100144/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/100144","A","16:40","2012-04-30"
"178897","Setophaga","citrina","","Hooded Warbler","Richard Dunn","United States","Conroe, Montgomery County, Texas","30.2363","-95.4862","song","//www.xeno-canto.org/178897/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/178897","A","09:30","2014-04-08"
"418350","Setophaga","americana","","Northern Parula","David Sarkozi","United States","Jasper, Jasper County, Texas","30.8699","-94.175","song","//www.xeno-canto.org/418350/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/418350","A","11:56","2018-05-31"
"134971","Setophaga","americana","","Northern Parula","L G Price","United States","Yellow Dog Campground Area - Clear Lake - Joaquin, Panola, Texas","32.0046","-94.0921","song","//www.xeno-canto.org/134971/download","//creativecommons.org/licenses/by-nc-nd/3.0/","https://www.xeno-canto.org/134971","A","13:30","2013-05-25"
"147504","Setophaga","pitiayumi","","Tropical Parula","Paul Marvin","United States","Santa Ana National Wildlife Refuge, Texas","26.0737","-98.1442","song","//www.xeno-canto.org/147504/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/147504","A","07:56","2012-04-12"
"147503","Setophaga","pitiayumi","","Tropical Parula","Paul Marvin","United States","Santa Ana National Wildlife Refuge, Texas","26.0737","-98.1442","song","//www.xeno-canto.org/147503/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/147503","A","07:50","2012-04-12"
"100178","Setophaga","pitiayumi","","Tropical Parula","Chris Benesh","United States","Neal's Lodge, Concan, Texas","29.495493","-99.713738","Song","//www.xeno-canto.org/100178/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/100178","A","16:40","2012-04-29"
"307532","Setophaga","petechia","","Mangrove Warbler","Stephanie Bilodeau","United States","North Primero Island, Cameron County, Texas","26.2917","-97.2921","song","//www.xeno-canto.org/307532/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/307532","A","10:30","2016-03-02"
"210725","Setophaga","pinus","","Pine Warbler","Robert Benson","United States","Singleton, Grimes County, Texas","30.6521","-95.9586","song","//www.xeno-canto.org/210725/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/210725","A","10:30","1990-04-01"
"178898","Setophaga","pinus","","Pine Warbler","Richard Dunn","United States","Conroe, Montgomery County, Texas","30.2363","-95.4862","song","//www.xeno-canto.org/178898/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/178898","A","09:30","2014-04-08"
"460438","Setophaga","dominica","","Yellow-throated Warbler","Paul Marvin","United States","Lost Maples State Natural Area, Texas","29.8235","-99.5773","song","//www.xeno-canto.org/460438/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/460438","A","08:40","2015-05-07"
"404733","Setophaga","dominica","","Yellow-throated Warbler","Jacob R. Saucier","United States","Texas: Kinney County; 26.1 km NE Brackettville, Miguel Canyon","29.4758","-100.2272","song","//www.xeno-canto.org/404733/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/404733","A","07:00","2015-05-07"
"404731","Setophaga","dominica","","Yellow-throated Warbler","Jacob R. Saucier","United States","Texas: Kinney County; 26.1 km NE Brackettville, Miguel Canyon","29.4758","-100.2272","song","//www.xeno-canto.org/404731/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/404731","A","09:00","2015-05-06"
"141568","Setophaga","dominica","albilora","Yellow-throated Warbler","Mike Nelson","United States","Garner State Park, Uvalde Co., Texas","29.5826","-99.7309","song","//www.xeno-canto.org/141568/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141568","A","16:30","2013-06-28"
"141567","Setophaga","dominica","albilora","Yellow-throated Warbler","Mike Nelson","United States","Garner State Park, Uvalde Co., Texas","29.5826","-99.7309","song","//www.xeno-canto.org/141567/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/141567","A","16:30","2013-06-28"
"34878","Setophaga","dominica","","Yellow-throated Warbler","Andrew Spencer","United States","near Rocksprings, Edwards Co., Texas","29.7417","-100.3948","call, song","//www.xeno-canto.org/34878/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/34878","A","16:00","2009-05-29"
"318594","Setophaga","chrysoparia","","Golden-cheeked Warbler","Anne Stine","United States","Johnson City, Blanco County, Texas","30.3223","-98.2558","male, song","//www.xeno-canto.org/318594/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/318594","A","08:00","2016-05-20"
"297557","Setophaga","chrysoparia","","Golden-cheeked Warbler","Ross Gallardy","United States","Bertram, Burnet County, Texas","30.6338","-98.0695","song","//www.xeno-canto.org/297557/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/297557","A","09:00","2015-03-31"
"171977","Setophaga","chrysoparia","","Golden-cheeked Warbler","Ronnie Kramer","United States","Warbler Vista, Balcones Canyonlands NWR, Williamson County, Texas","30.506","-97.9796","atypical song, song","//www.xeno-canto.org/171977/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/171977","A","11:39","2014-03-28"
